Date,Dispatched,Encounter_Type,Area_Stopped_OPD,Intelligence_Led_Factor,Reason_for_Stop,Traffic_type_Detail,Location_Vehicle_Occupant,Subject_Sex,Subject_Race,Result_of_Stop
2/12/2021,No,Pedestrian,Area 4,No,Probable Cause,,,F,Afr American,Warning
1/7/2021,No,Vehicle,Area 1,Yes,Traffic Violation,Moving violation,Driver,F,Afr American,Warning
1/13/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/25/2021,No,Vehicle,Area 1,Yes,Traffic Violation,Equipment violation,Driver,M,Afr American,Warning
2/6/2021,Yes,Pedestrian,Area 1,Yes,Probable Cause,,,F,Asian,Arrest
2/13/2021,Yes,Other,Area 1,Yes,Reasonable Suspicion,,,M,Afr American,Arrest
2/16/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Hispanic,Psychiatric Hold
2/16/2021,No,Pedestrian,Area 1,Yes,Reasonable Suspicion,,Driver,M,Afr American,No Action
2/25/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Hispanic,No Action
2/27/2021,No,Pedestrian,Area 1,Yes,Probable Cause,,,M,Afr American,Arrest
2/28/2021,Yes,Pedestrian,Area 1,No,Probable Cause,,,M,Afr American,Arrest
3/1/2021,No,Vehicle,Area 1,No,Traffic Violation,Moving violation,Driver,M,Afr American,Warning
3/3/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,Asian,Arrest
3/4/2021,No,Vehicle,Area 1,Yes,Reasonable Suspicion,,Driver,M,Afr American,Arrest
3/7/2021,Yes,Pedestrian,Area 1,No,Probable Cause,,,F,Afr American,Other
3/16/2021,Yes,Pedestrian,Area 1,No,Probable Cause,,,M,Afr American,Arrest
1/3/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,Afr American,Psychiatric Hold
2/11/2021,No,Vehicle,Area 1,Yes,Traffic Violation,Moving violation,Driver,M,Hispanic,Arrest
2/3/2021,Yes,Vehicle,Area 4,No,Reasonable Suspicion,,Driver,M,Hispanic,Arrest
1/14/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,Other,F,Afr American,Arrest
2/7/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,F,Afr American,Arrest
2/13/2021,No,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
3/22/2021,No,Pedestrian,Area 4,No,Probable Cause,,,M,Asian,Citation
1/5/2021,No,Pedestrian,Area 4,Yes,Reasonable Suspicion,,,M,Afr American,Arrest
1/18/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Hispanic,Arrest
1/19/2021,No,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
1/21/2021,Yes,Vehicle,Area 4,Yes,Probable Cause,,Driver,M,White,Warning
1/26/2021,Yes,Vehicle,Area 4,Yes,Probable Cause,,Passenger,M,Asian,Arrest
2/14/2021,No,Vehicle,Area 4,Yes,Traffic Violation,Equipment violation,Driver,M,Hispanic,Arrest
2/18/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,F,White,Arrest
2/19/2021,No,Vehicle,Area 4,No,Reasonable Suspicion,,Driver,M,White,No Action
2/19/2021,No,Vehicle,Area 4,No,Reasonable Suspicion,,Passenger,F,White,Arrest
2/21/2021,No,Pedestrian,Area 4,Yes,Traffic Violation,Equipment violation,Driver,M,Hispanic,Arrest
3/30/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,Driver,M,Hispanic,Arrest
3/30/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,Driver,M,White,No Action
3/30/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,Passenger,F,Hispanic,No Action
1/14/2021,No,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
1/16/2021,No,Pedestrian,Area 4,No,Probable Cause,,,F,Afr American,Warning
1/22/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Passenger,M,White,Arrest
1/23/2021,No,Vehicle,Area 4,Yes,Traffic Violation,Equipment violation,Other,M,Hispanic,Warning
1/23/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,M,Hispanic,Arrest
1/23/2021,No,Vehicle,Area 4,No,Probable Cause,,Driver,M,Hispanic,Arrest
1/26/2021,No,Pedestrian,Area 4,No,Probable Cause,,,F,Hispanic,Arrest
1/30/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Driver,M,Hispanic,Arrest
2/4/2021,No,Vehicle,Area 4,Yes,Traffic Violation,"Non-moving violation, including registration",Other,M,White,Warning
2/5/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Driver,M,White,Arrest
2/6/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,Driver,M,White,Arrest
2/6/2021,No,Vehicle,Area 4,Yes,Traffic Violation,"Non-moving violation, including registration",Driver,F,White,Arrest
2/7/2021,No,Vehicle,Area 4,Yes,Traffic Violation,Equipment violation,Driver,M,Hispanic,Warning
2/25/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,F,Other,Arrest
2/27/2021,No,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Warning
2/27/2021,Yes,Vehicle,Area 4,Yes,Traffic Violation,Moving violation,Other,M,Afr American,Arrest
3/3/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,M,Afr American,Arrest
3/11/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Passenger,F,White,Arrest
3/11/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Driver,M,Hispanic,Warning
1/24/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Hispanic,Arrest
1/25/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,F,Afr American,Arrest
1/29/2021,Yes,Pedestrian,Area 3,Yes,Community Caretaking,,,M,Hispanic,Psychiatric Hold
2/1/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Other,No Action
2/1/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,Other,M,Hispanic,No Action
2/22/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,,M,Hispanic,Arrest
2/4/2021,No,Vehicle,Area 4,Yes,Probable Cause,,Passenger,M,White,Arrest
2/4/2021,No,Vehicle,Area 4,Yes,Reasonable Suspicion,,Driver,F,White,No Action
2/4/2021,No,Vehicle,Area 4,Yes,Reasonable Suspicion,,Passenger,M,White,No Action
3/29/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,F,White,Citation
3/3/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,White,Arrest
1/6/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,Other,M,Afr American,Arrest
1/6/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
1/6/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
1/6/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,F,Afr American,No Action
1/6/2021,No,Pedestrian,Area 5,Yes,Consensual Encounter & Search,,Other,F,Afr American,No Action
1/6/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,F,Afr American,No Action
1/6/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,F,Afr American,No Action
1/8/2021,No,Pedestrian,Outside,Yes,Consensual Encounter & Search,,,F,Afr American,No Action
1/8/2021,No,Pedestrian,Outside,Yes,Consensual Encounter & Search,,,M,Afr American,No Action
1/8/2021,No,Pedestrian,Outside,Yes,Consensual Encounter & Search,,,M,Afr American,No Action
1/8/2021,No,Pedestrian,Outside,Yes,Consensual Encounter & Search,,,F,Afr American,No Action
1/8/2021,No,Pedestrian,Outside,Yes,Consensual Encounter & Search,,,F,Afr American,No Action
1/16/2021,No,Pedestrian,Area 1,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
2/3/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,,M,White,No Action
2/12/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,,F,Afr American,Psychiatric Hold
1/6/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,M,White,Warning
1/13/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,F,White,Psychiatric Hold
1/2/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,F,Afr American,Arrest
1/13/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,F,Afr American,Arrest
2/8/2021,Yes,Vehicle,Area 5,No,Probable Cause,,Driver,M,Afr American,Arrest
3/17/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Afr American,Arrest
3/21/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Hispanic,Psychiatric Hold
3/21/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Hispanic,No Action
1/26/2021,Yes,Pedestrian,Area 4,Yes,Reasonable Suspicion,,,M,Afr American,No Action
1/26/2021,Yes,Pedestrian,Area 4,Yes,Reasonable Suspicion,,,F,White,Arrest
2/20/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Asian,Warning
1/24/2021,Yes,Pedestrian,Area 1,No,Probable Cause,,,F,Afr American,Arrest
2/27/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
1/15/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,F,Afr American,Psychiatric Hold
2/11/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,F,Hispanic,No Action
1/19/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,M,Afr American,Other
2/18/2021,Yes,Vehicle,Area 5,Yes,Reasonable Suspicion,,Passenger,F,Afr American,Arrest
2/21/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/13/2021,Yes,Pedestrian,Area 3,No,Community Caretaking,,,M,Afr American,Psychiatric Hold
2/28/2021,Yes,Pedestrian,Area 3,Yes,Community Caretaking,,,M,Afr American,Psychiatric Hold
3/3/2021,Yes,Pedestrian,Area 3,Yes,Community Caretaking,,,M,Afr American,No Action
3/5/2021,Yes,Pedestrian,Area 3,Yes,Community Caretaking,,,M,Afr American,No Action
1/28/2021,Yes,Pedestrian,Area 3,Yes,Probable Cause,,,F,White,Arrest
1/30/2021,Yes,Pedestrian,Area 1,Yes,Probable Cause,,,M,Hispanic,Arrest
1/31/2021,No,Pedestrian,Area 3,Yes,Reasonable Suspicion,,,M,Afr American,No Action
1/30/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,Driver,M,Hispanic,Arrest
2/16/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,M,Afr American,Arrest
3/15/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,F,Afr American,Arrest
3/15/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,F,Asian,Arrest
3/5/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Hispanic,Arrest
1/29/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,Other,M,Hispanic,Arrest
3/2/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,F,Hispanic,Psychiatric Hold
1/21/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
1/10/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Hispanic,Arrest
1/22/2021,No,Pedestrian,Area 5,No,Traffic Violation,Equipment violation,Driver,M,Afr American,Warning
1/25/2021,No,Vehicle,Area 5,Yes,Probable Cause,,Driver,F,Other,Arrest
3/1/2021,No,Vehicle,Area 5,Yes,Reasonable Suspicion,,Driver,F,Afr American,Arrest
3/1/2021,No,Vehicle,Area 5,Yes,Reasonable Suspicion,,Passenger,M,Afr American,Arrest
3/1/2021,No,Vehicle,Area 5,Yes,Reasonable Suspicion,,Passenger,M,Afr American,Arrest
3/1/2021,No,Vehicle,Area 5,Yes,Reasonable Suspicion,,Passenger,F,Afr American,Arrest
2/7/2021,Yes,Pedestrian,Area 2,Yes,Community Caretaking,,,M,White,Psychiatric Hold
1/20/2021,Yes,Vehicle,Area 5,No,Community Caretaking,,Driver,M,Hispanic,Psychiatric Hold
2/9/2021,Yes,Vehicle,Area 3,Yes,Reasonable Suspicion,,Driver,M,Hispanic,Arrest
1/29/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,F,Afr American,Arrest
1/25/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,,M,Afr American,Arrest
3/3/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,M,Hispanic,No Action
2/24/2021,No,Vehicle,Area 5,Yes,Probable Cause,,Driver,M,Afr American,No Action
1/2/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,,M,Afr American,Arrest
1/7/2021,No,Vehicle,Area 5,Yes,Reasonable Suspicion,,Driver,M,Afr American,Warning
2/11/2021,Yes,Vehicle,Area 4,No,Probable Cause,,Driver,M,Hispanic,Arrest
2/17/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Arrest
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
3/4/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Hispanic,Arrest
3/5/2021,Yes,Pedestrian,Area 4,No,Probable Cause,,,M,Afr American,Arrest
3/6/2021,No,Vehicle,Area 5,No,Probable Cause,,Driver,M,Hispanic,Arrest
3/19/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Afr American,Arrest
1/2/2021,No,Pedestrian,Area 5,No,Community Caretaking,,,M,Afr American,No Action
2/3/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
1/6/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,M,White,Arrest
1/9/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Citation
1/16/2021,Yes,Vehicle,Area 5,No,Probable Cause,,Driver,M,Afr American,No Action
1/29/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,M,Afr American,Arrest
1/29/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Equipment violation,Driver,M,Hispanic,Warning
2/2/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Asian,Citation
2/4/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,Other,M,Hispanic,Arrest
2/6/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,Other,M,Afr American,Arrest
2/11/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Equipment violation,Driver,M,Afr American,Warning
2/12/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Hispanic,Citation
2/17/2021,Yes,Pedestrian,Area 4,Yes,Community Caretaking,,,M,Afr American,Psychiatric Hold
2/18/2021,Yes,Vehicle,Area 5,Yes,Reasonable Suspicion,,Driver,F,Afr American,No Action
2/18/2021,Yes,Vehicle,Area 5,Yes,Reasonable Suspicion,,Passenger,F,Afr American,Arrest
2/20/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Hispanic,Arrest
2/20/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Hispanic,Arrest
2/23/2021,No,Pedestrian,Area 4,Yes,Probable Cause,,Passenger,M,Afr American,Arrest
2/24/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Hispanic,Arrest
2/27/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,M,Afr American,Arrest
2/27/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
2/27/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,F,Afr American,No Action
2/27/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
2/27/2021,Yes,Pedestrian,Area 5,Yes,Reasonable Suspicion,,Other,M,Afr American,No Action
2/27/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
3/16/2021,Yes,Vehicle,Area 5,Yes,Reasonable Suspicion,,,M,Afr American,No Action
3/16/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,F,Afr American,Psychiatric Hold
3/19/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
3/27/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,Passenger,M,Afr American,Arrest
3/27/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,Driver,M,Afr American,No Action
3/28/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,,M,Hispanic,Citation
1/5/2021,No,Vehicle,Area 5,Yes,Reasonable Suspicion,,Passenger,M,Afr American,Arrest
1/5/2021,No,Vehicle,Area 5,Yes,Reasonable Suspicion,,Driver,M,Afr American,Arrest
1/5/2021,No,Vehicle,Area 5,Yes,Reasonable Suspicion,,Passenger,M,Afr American,No Action
1/8/2021,No,Vehicle,Area 5,No,Traffic Violation,Moving violation,,M,Afr American,Citation
2/27/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,,M,Other,No Action
3/9/2021,Yes,Pedestrian,Area 5,No,Community Caretaking,,,F,Afr American,Other
1/16/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Afr American,Arrest
1/16/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Afr American,No Action
3/7/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,M,Asian,Other
1/9/2021,Yes,Other,Area 2,Yes,Reasonable Suspicion,,,F,Afr American,Arrest
1/9/2021,Yes,Other,Area 2,Yes,Reasonable Suspicion,,,M,White,Arrest
2/7/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
3/17/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,Driver,M,White,Other
3/29/2021,Yes,Pedestrian,Area 1,Yes,Community Caretaking,,,F,Afr American,No Action
2/9/2021,No,Vehicle,Area 3,No,Traffic Violation,"Non-moving violation, including registration",Passenger,M,Afr American,Warning
3/7/2021,Yes,Pedestrian,Area 4,No,Reasonable Suspicion,,,M,Afr American,Arrest
3/10/2021,No,Other,Outside,Yes,Reasonable Suspicion,,Other,F,Afr American,No Action
3/10/2021,No,Other,Outside,Yes,Reasonable Suspicion,,Other,F,Afr American,No Action
1/18/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,Asian,Arrest
3/6/2021,Yes,Pedestrian,Area 2,Yes,Probable Cause,,,M,Afr American,Arrest
3/11/2021,Yes,Vehicle,Area 5,Yes,Probable Cause,,Driver,M,Hispanic,Arrest
3/11/2021,Yes,Vehicle,Area 5,Yes,Probable Cause,,Unknown,F,Hispanic,No Action
3/10/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,F,Afr American,No Action
3/10/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,F,Afr American,No Action
3/10/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,M,Afr American,No Action
3/10/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,F,White,No Action
1/23/2021,Yes,Vehicle,Area 5,No,Reasonable Suspicion,,Driver,M,Other,No Action
1/7/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,Driver,F,Afr American,Warning
1/7/2021,No,Vehicle,Area 5,Yes,Traffic Violation,Moving violation,Passenger,F,Afr American,No Action
1/22/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,Driver,M,Hispanic,No Action
1/22/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,Passenger,F,Hispanic,No Action
1/28/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,M,Afr American,Arrest
2/27/2021,Yes,Vehicle,Area 5,No,Probable Cause,,Driver,M,Afr American,Arrest
3/21/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,F,Afr American,Arrest
3/21/2021,Yes,Pedestrian,Area 5,No,Probable Cause,,,F,Afr American,Arrest
3/24/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,M,Hispanic,Arrest
3/24/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,No Action
3/24/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
3/24/2021,No,Pedestrian,Area 5,Yes,Reasonable Suspicion,,,M,Afr American,No Action
3/6/2021,Yes,Pedestrian,Area 5,Yes,Probable Cause,,,M,Hispanic,Arrest
3/9/2021,No,Vehicle,Area 5,No,Probable Cause,,Driver,M,Afr American,Arrest
1/8/2021,Yes,Pedestrian,Area 3,No,Reasonable Suspicion,,,F,White,Warning
3/9/2021,Yes,Pedestrian,Area 3,No,Traffic Violation,Moving violation,Driver,M,White,Warning
1/15/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,,M,Hispanic,Warning
3/23/2021,No,Vehicle,Area 3,No,Traffic Violation,Moving violation,Driver,F,Afr American,Warning
1/12/2021,Yes,Pedestrian,Area 3,No,Community Caretaking,,,F,Afr American,Psychiatric Hold
1/4/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,Other,M,Other,Psychiatric Hold
1/15/2021,No,Pedestrian,Area 3,No,Community Caretaking,,,M,Afr American,Psychiatric Hold
1/21/2021,No,Pedestrian,Area 3,Yes,Probable Cause,,Other,F,Other,Arrest
1/21/2021,No,Pedestrian,Area 3,Yes,Probable Cause,,Other,F,Hispanic,Arrest
1/30/2021,Yes,Vehicle,Area 1,Yes,Probable Cause,,Driver,F,Hispanic,Arrest
1/27/2021,Yes,Pedestrian,Area 3,No,Reasonable Suspicion,,,M,Hispanic,Arrest
2/6/2021,Yes,Pedestrian,Area 3,Yes,Reasonable Suspicion,,,F,White,Arrest
2/28/2021,No,Vehicle,Area 3,Yes,Reasonable Suspicion,,Driver,M,Afr American,Arrest
1/10/2021,Yes,Vehicle,Area 3,Yes,Reasonable Suspicion,,Driver,M,Afr American,Arrest
1/10/2021,Yes,Vehicle,Area 3,Yes,Reasonable Suspicion,,Passenger,F,Afr American,No Action
2/21/2021,No,Vehicle,Area 3,Yes,Probable Cause,,Driver,M,Afr American,Arrest
2/25/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,,F,Afr American,Psychiatric Hold
3/24/2021,No,Pedestrian,Area 5,Yes,Probable Cause,,,M,Afr American,Arrest
3/21/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Warning
3/7/2021,No,Vehicle,Area 3,Yes,Community Caretaking,,Driver,M,Hispanic,No Action
3/7/2021,No,Vehicle,Area 3,Yes,Community Caretaking,,Passenger,M,Hispanic,No Action
2/28/2021,No,Vehicle,Area 1,No,Traffic Violation,Equipment violation,Driver,M,Hispanic,Arrest
2/12/2021,No,Vehicle,Area 5,Yes,Reasonable Suspicion,,Driver,M,Afr American,No Action
1/3/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,F,Afr American,Psychiatric Hold
1/26/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
1/26/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/26/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Afr American,Citation
1/26/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/26/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Asian,Citation
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,F,Hispanic,Citation
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
2/20/2021,No,Vehicle,Area 4,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Citation
3/20/2021,Yes,Pedestrian,Area 4,No,Community Caretaking,,,M,Afr American,No Action
3/8/2021,Yes,Vehicle,Area 5,No,Traffic Violation,Moving violation,Driver,M,Hispanic,Arrest
2/15/2021,Yes,Pedestrian,Area 5,No,Reasonable Suspicion,,,F,Afr American,Arrest
1/2/2021,Yes,Vehicle,Area 2,Yes,Community Caretaking,,Driver,M,Afr American,No Action
1/4/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,,F,Asian,Psychiatric Hold
1/5/2021,Yes,Pedestrian,Area 1,No,Community Caretaking,,,M,Other,Psychiatric Hold
1/7/2021,Yes,Pedestrian,Area 1,Yes,Probable Cause,,,M,Afr American,Arrest
1/8/2021,No,Vehicle,Area 2,No,Traffic Violation,"Non-moving violation, including registration",Driver,M,Afr American,Citation
1/8/2021,No,Vehicle,Area 2,No,Traffic Violation,Moving violation,Driver,M,Afr American,Citation
1/8/2021,No,Vehicle,Area 2,No,Traffic Violation,Equipment violation,Driver,M,Hispanic,Citation
1/8/2021,No,Vehicle,Area 2,No,Traffic Violation,"Non-moving violation, including registration",Driver,F,Afr American,Citation
1/8/2021,No,Vehicle,Area 2,No,Traffic Violation,Equipment violation,Driver,M,Afr American,Citation
1/8/2021,No,Vehicle,Area 2,No,Traffic Violation,Equipment violation,Driver,M,Hispanic,Citation
1/8/2021,No,Vehicle,Area 2,No,Traffic Violation,Equipment violation,Driver,M,Hispanic,Warning
1/8/2021,No,Vehicle,Area 2,No,Traffic Violation,Equipment violation,Driver,F,White,Warning
1/9/2021,Yes,Pedestrian,Area 1,Yes,Probable Cause,,,M,Hispanic,Arrest
1/9/2021,Yes,Pedestrian,Area 1,Yes,Reasonable Suspicion,,,F,Afr American,No Action
1/9/2021,No,Pedestrian,Area 1,Yes,Probable Cause,,Other,M,Afr American,Arrest
